PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,1984,12,76.25,72.89,65.81,59.96,72.74,71.75,87.33,89.94,89.25,87.54,87.6,82.64,66.52,77.84
RH2M,1984,12,76.875,71.14,68.03,57.77,64.79,61.84,78.01,80.21,78.29,76.26,84.62,78.78,62.55,71.85
RH2M,1984,12,77.5,75.73,74.24,62.33,60.68,54.52,65.73,70.24,67.95,70.98,83.63,79.78,66.96,69.37
RH2M,1984,12.5,75,71,66.08,68.57,75.2,75.2,88.19,89.24,88.64,88.26,84.64,76.35,68.61,78.36
RH2M,1984,12.5,75.625,72.71,64.68,63.76,74.97,73.23,91.47,93.37,91.64,90.03,88.67,82.73,69.1,79.72
RH2M,1984,12.5,76.25,71.53,62.95,57.17,67.76,65.42,84.12,87.92,86.91,85.38,85.56,79.77,63.55,74.85
RH2M,1984,12.5,76.875,67.41,63.66,55.12,60.25,57.14,75.13,78.1,76.73,74.84,82.77,75.52,60.64,68.94
RH2M,1984,12.5,77.5,72.61,71.19,59.28,56.39,53.35,69,73.17,71.3,71.79,83.34,77.94,66.02,68.77
RH2M,1984,8.5,75,76.69,77.08,76.91,77.83,78.83,81.55,83.52,84.25,81.6,79.49,77.55,71.47,78.9
RH2M,1984,8.5,75.625,75.4,76.23,77.36,78.93,79.35,82.32,84.99,86.21,82.34,80.54,77.27,70.46,79.29
RH2M,1984,8.5,76.25,73.77,75.25,77.32,79.42,81.07,83.56,87.51,90.15,85.11,81.8,76.68,68.98,80.07
RH2M,1984,8.5,76.875,77.75,76.16,74.52,80.22,84.31,86.91,88.97,88.35,83.35,83.71,75.72,64.78,80.41
RH2M,1984,8.5,77.5,87.71,85.88,78.67,83.53,86.12,87.6,86.92,82.88,76.74,82.01,80.65,72.06,82.55
RH2M,1984,9,75,76.26,76.18,77.5,77.21,78.49,83.25,84.07,84.41,82.02,79.6,76.53,71.53,78.93
RH2M,1984,9,75.625,74.55,75.06,77.61,78.18,79.17,84.5,86.23,87.28,83.34,80.52,76.49,70.54,79.47
RH2M,1984,9,76.25,72.04,72.75,76.24,78.71,80.69,85.54,88.12,89.5,84.92,81.55,75.46,67.43,79.43
RH2M,1984,9,76.875,80,79.29,76.67,82.82,84.61,88.72,89.59,88.57,84.9,85.81,82.35,68.57,82.65
RH2M,1984,9,77.5,87.51,86.59,78.13,83.35,83.86,86.42,85.18,81.95,76.88,83.37,81.96,70.94,82.15
RH2M,1984,9.5,75,76.27,76.01,77.68,77.05,78.05,83.88,84.36,84.87,82.81,79.34,75.7,71.68,78.98
RH2M,1984,9.5,75.625,75.16,75.22,77.86,78.12,78.82,85.31,86.47,88.03,84.76,80.43,75.76,71.05,79.76
RH2M,1984,9.5,76.25,70.65,70.91,74.27,78.05,79.47,85.76,87.66,88.48,84.84,81.06,74.19,66.07,78.47
RH2M,1984,9.5,76.875,80.49,79.74,75.28,81.99,80.89,88.97,90.1,89.11,86.65,86.92,84.83,75.14,83.34
RH2M,1984,9.5,77.5,86.18,85.7,75.5,81.37,76.59,82.44,83.26,79.45,77.05,84.66,84.45,71.21,80.62
RH2M,1985,10,75,73.18,78.76,77.8,78.47,80.23,83,84.11,85.18,84.2,77.94,76.88,74.32,79.5
RH2M,1985,10,75.625,72.14,79.11,77.97,78.79,80.49,84.01,85.77,86.94,84.55,78.96,77.11,73.26,79.92
RH2M,1985,10,76.25,69.65,71.02,66.87,77.68,78.09,88.34,89.2,89.55,86.4,83.18,78.05,70.65,79.08
RH2M,1985,10,76.875,80.43,69.59,65.55,75.74,77.17,91.64,92.23,91.21,89.26,87.84,86.16,80.97,82.38
RH2M,1985,10,77.5,80.22,62.73,55.32,60.25,61.07,79.13,81.59,79.09,78.57,80.23,83.05,79.23,73.44
RH2M,1985,10.5,75,71.88,78.39,77.53,78.83,79.86,83.45,84.93,85.25,84.14,77.42,75.72,73.99,79.28
RH2M,1985,10.5,75.625,70.48,76.17,75.16,77.88,78.94,84.86,87.06,87.92,84.78,78.98,76.06,72.51,79.24
RH2M,1985,10.5,76.25,69.74,65.55,62.81,75.39,74.17,89.33,90.75,90.69,87.61,84.3,78.46,71.06,78.38
RH2M,1985,10.5,76.875,77.75,62.32,57.81,71.81,70.72,87.93,90.26,89.27,86.68,85.05,82.41,76.47,78.29
RH2M,1985,10.5,77.5,77.77,59.01,49.53,56.92,56.5,73.5,75.3,74.16,73.78,74.31,78.88,75.39,68.81
RH2M,1985,11,75,70.72,77.73,77.65,79.19,79.64,83.85,85.22,85.69,84.19,77.51,74.84,73.79,79.17
RH2M,1985,11,75.625,67.93,70.68,71.57,76.32,77.15,86.3,88.35,88.92,85.54,80.22,75.26,70.47,78.26
RH2M,1985,11,76.25,70.3,63.4,61.83,73.55,72.82,89.86,91.65,91.23,88.31,85.8,80.19,71.43,78.44
RH2M,1985,11,76.875,75.96,58.62,52.29,66.98,64.88,82.85,86.14,85.04,82.04,81.77,79.8,74.18,74.3
RH2M,1985,11,77.5,74.01,54.46,44.22,53.68,51.77,66.99,67.69,67.52,68.82,70.27,76.16,72.08,64.02
RH2M,1985,11.5,75,70.6,75.88,76.91,78.43,79.32,84.13,85.58,86.57,84.45,78.6,74.5,73.11,79.02
RH2M,1985,11.5,75.625,67.95,67.4,68.23,73.93,75.92,88.24,89.84,90.17,86.67,83.27,77.65,70.59,78.38
RH2M,1985,11.5,76.25,70.65,62.29,58.83,70.04,71.35,89.9,91.91,91.61,88.81,87.54,82.8,72.98,78.31
RH2M,1985,11.5,76.875,73.93,56.25,48.72,62.1,61.31,80.23,83.42,82.52,79.3,79.63,78.71,73.4,71.72
RH2M,1985,11.5,77.5,72.48,52.36,42.52,51.01,49.32,64.51,65.73,65.84,68.37,71.05,77.3,72.46,62.8
RH2M,1985,12,75,70.56,72.17,73.96,75.93,78.38,85.05,86.92,88.08,85.28,80.74,75.67,72.36,78.79
RH2M,1985,12,75.625,70.18,65.87,64.04,70.63,74.59,90.43,91.71,91.75,87.89,86.9,82.25,73.39,79.2
RH2M,1985,12,76.25,69.14,56.58,51.16,63.42,66.3,88.07,90.73,90.97,87.67,86.77,82.07,73.11,75.6
RH2M,1985,12,76.875,68.8,48.07,42.15,55.71,57.12,79.2,82.03,81.67,77.92,77.8,75.92,70.11,68.16
RH2M,1985,12,77.5,71.31,50.45,41.55,49.29,50.35,69.01,71.39,71.88,72.36,74.48,78.5,73.29,64.57
RH2M,1985,12.5,75,68.68,66.53,68.89,70.92,75.81,86.33,88.77,89.62,85.92,82.63,77.49,71.9,77.86
RH2M,1985,12.5,75.625,70.39,61.9,58.34,65.77,72,91.49,93.15,92.89,88.82,88.59,83.94,75.55,78.66
RH2M,1985,12.5,76.25,67.08,50.43,45.19,58.04,62.49,85.15,88.36,89.09,85.54,84.68,78.71,71.47,72.31
RH2M,1985,12.5,76.875,64.82,42,37.37,50.38,54.18,77.49,79.93,80.22,76.29,76.91,72.93,67.17,65.12
RH2M,1985,12.5,77.5,69.02,46.02,39.31,46.02,50.6,72.98,75.32,75.97,74.17,76.05,76.18,71.76,64.57
RH2M,1985,8.5,75,73.84,77.83,76.27,77.72,79.7,82.56,80.87,82.03,83.25,79.42,75.86,74.47,78.65
RH2M,1985,8.5,75.625,71.84,77.34,76.57,78.03,80.26,83.24,82.31,82.79,83.68,79.67,75.51,73.36,78.71
RH2M,1985,8.5,76.25,70.63,76.36,77.15,78.86,80.96,85.48,84.84,84.77,84.84,80.8,76.06,72.54,79.45
RH2M,1985,8.5,76.875,68.44,66.2,67.96,74.19,78.85,89.18,89.47,87.82,85.63,83.28,80.19,74.31,78.86
RH2M,1985,8.5,77.5,76.38,67.18,62.06,71.39,74.62,88.98,89.88,87.34,82.3,84.51,85.73,82.93,79.51
RH2M,1985,9,75,73.96,77.83,77.05,78.04,80.27,82.97,81.43,83.26,83.54,78.03,76.42,74.05,78.9
RH2M,1985,9,75.625,72.13,78.04,77.72,78.51,80.69,83.8,83.32,84.33,84.18,78.87,76.24,72.35,79.17
RH2M,1985,9,76.25,69.02,74.5,74.3,77.48,79.83,85.81,85.93,86.26,84.72,80.32,76.25,70.13,78.72
RH2M,1985,9,76.875,71.09,66.44,64.73,74.69,78.06,90.49,90.72,88.87,86.56,85.76,83.9,76.21,79.86
RH2M,1985,9,77.5,76.71,64.38,57.19,69.39,71,88.04,89.2,86.37,83.09,84.95,85.84,81.97,78.25
RH2M,1985,9.5,75,73.53,78.33,77.75,78.3,80.33,82.89,82.67,84.7,83.92,78.11,77.15,74.35,79.33
RH2M,1985,9.5,75.625,72.55,78.87,78.41,78.88,80.66,84.03,84.63,85.9,84.53,79.12,77.42,72.86,79.81
RH2M,1985,9.5,76.25,68.34,72.6,70.27,76.89,78.36,85.95,86.62,87.07,84.03,80.18,75.69,68.6,77.9
RH2M,1985,9.5,76.875,76.92,67.71,64.32,74.97,76.93,90.92,91.19,89.65,87.37,86.62,85.2,79.37,81
RH2M,1985,9.5,77.5,78.19,63.9,56.27,66.45,67.12,85.97,87.07,84.42,82.34,84.13,85.14,79.71,76.8
RH2M,1986,10,75,74.63,77.91,79.53,79.16,79.5,81.94,83.17,85.63,84.67,81.8,75.89,75.7,79.97
RH2M,1986,10,75.625,73.53,77.76,79.4,79.89,80.03,82.63,84.72,88.39,84.94,83.36,75.68,74.93,80.46
RH2M,1986,10,76.25,66.34,68.03,72.32,76.03,79.94,83.88,87.76,89.52,86.87,85.26,77.38,69.75,78.65
RH2M,1986,10,76.875,73.04,67.26,69.57,72.78,81.53,85.9,89.03,89.44,89.35,87.32,83.58,76.56,80.53
RH2M,1986,10,77.5,75.37,66.02,62.3,57.8,67.11,71.27,73.21,74.61,76.93,78.14,77.87,78.05,71.61
RH2M,1986,10.5,75,74.14,77.51,78.82,79.56,79.18,82.05,83.93,86.43,84.79,81.99,75.84,74.63,79.92
RH2M,1986,10.5,75.625,70.97,74.23,76.09,78.07,78.97,82.66,86.2,88.94,85.3,83.43,76.09,73.15,79.54
RH2M,1986,10.5,76.25,63.96,63.65,65.86,70.77,77.85,84.05,89.65,89.99,87.79,85.15,78.46,68.32,77.2
RH2M,1986,10.5,76.875,69.52,61.04,61.55,64.46,76.41,81.85,86.84,86.47,85.9,82.38,80.39,73.35,75.94
RH2M,1986,10.5,77.5,72.87,60.54,54.98,49.48,61.93,67.45,71.22,70.85,73.01,74.34,74.28,75.05,67.23
RH2M,1986,11,75,73.44,76.3,78.1,79.42,79.05,82.35,84.74,87.15,84.98,82.35,75.99,73.8,79.83
RH2M,1986,11,75.625,66.5,68.69,70.81,75.09,78.06,83.62,87.92,89.62,86.16,83.27,76.37,70.41,78.1
RH2M,1986,11,76.25,63.97,61.84,61.81,68.14,76.91,85.3,90.55,89.9,88.31,84.7,79.52,68.79,76.73
RH2M,1986,11,76.875,68.32,58.43,55.85,57.63,70.72,78.52,82.58,81.25,81.49,78.17,78.73,72.65,72.12
RH2M,1986,11,77.5,69.04,55.96,49.55,44.61,56.25,63.42,65.44,65.01,68.28,72.29,72.93,71.73,62.94
RH2M,1986,11.5,75,72.16,74.53,76.7,78.07,78.53,83.16,85.63,87.96,85.24,82.92,76.7,73.34,79.61
RH2M,1986,11.5,75.625,64.93,65.69,66.91,71.85,77.15,85.63,89.57,90.25,87.26,84.27,78.5,69.85,77.72
RH2M,1986,11.5,76.25,65.8,60.23,58.09,64.33,74.94,86.52,90.59,89.67,88.69,84.2,81.35,70.37,76.32
RH2M,1986,11.5,76.875,68.39,57.34,51.83,52.1,66.12,78.12,80.04,78.6,79.6,77.78,79.07,73.44,70.29
RH2M,1986,11.5,77.5,68.9,56.86,48.56,43.02,53.62,63.32,63.17,63.53,68.55,75.8,75.74,72.8,62.87
RH2M,1986,12,75,70.46,72.16,73.73,75.35,77.25,84.52,87.14,88.98,86.3,83.77,77.96,72.9,79.25
RH2M,1986,12,75.625,66.56,65.24,64.1,68.04,75.64,87.82,91.26,90.78,88.61,85.97,82.15,72.46,78.29
RH2M,1986,12,76.25,64.81,55.03,51.87,56.4,69.74,85.25,89.09,88.34,87.68,83.22,81.9,71.31,73.83
RH2M,1986,12,76.875,64.39,51.77,45.48,44.87,61.43,77.75,78.93,78.18,79.31,79.59,79.08,71.84,67.82
RH2M,1986,12,77.5,69.76,58.32,48.28,42.74,55.27,69.27,69.13,69.44,74.55,81.75,80.25,75.63,66.26
RH2M,1986,12.5,75,68.17,68.22,68.65,70.76,74.34,85.77,88.44,89.42,87.38,84.25,79.39,71.81,78.1
RH2M,1986,12.5,75.625,67.41,64.04,59.92,62.81,72.69,89.12,92.21,91.34,89.82,86.4,84.23,75.29,78.02
RH2M,1986,12.5,76.25,62.96,52.02,47.9,49.88,64.99,83.37,86.47,86.2,86.01,82.61,81.44,73.19,71.54
RH2M,1986,12.5,76.875,61.72,48.66,41.46,39.66,57.72,76.71,77.33,76.85,79.07,81.27,79.52,71.42,66.06
RH2M,1986,12.5,77.5,67.92,56.13,46.25,41.47,55.35,73.04,73.22,73.21,77.28,83.24,81.9,76.89,67.24
RH2M,1986,8.5,75,73.08,75.92,78.51,77.45,79.49,80.34,82.78,83.61,85.28,80.3,74.62,76.53,79.01
RH2M,1986,8.5,75.625,72.56,74.9,78.16,78.1,80.18,80.67,84.1,84.95,85.75,81.4,74.64,75.43,79.27
RH2M,1986,8.5,76.25,71.94,73.32,77.52,78.98,81.08,82.36,86.32,87.52,86.58,84.24,74.5,73.2,79.84
RH2M,1986,8.5,76.875,67.94,65.73,68.89,74.6,81.9,84.62,85.34,87.03,85.52,82.78,75.7,70.35,77.6
RH2M,1986,8.5,77.5,73.74,66.09,66.13,70.89,82.52,84.29,82.54,83.74,82.07,78.33,79.45,77.14,77.31
RH2M,1986,9,75,73.5,76.37,78.95,77.81,79.71,80.86,82.84,83.97,85.26,80.71,75.11,76.37,79.31
RH2M,1986,9,75.625,72.46,75.69,78.66,78.89,80.44,81.73,84.08,86.26,85.77,82.18,74.93,75.32,79.73
RH2M,1986,9,76.25,68.41,70.23,75.02,77.86,80.69,83.04,85.91,88.03,85.97,83.7,74.75,71.32,78.8
RH2M,1986,9,76.875,67.61,64.98,68.4,74.77,83.03,85.66,86.64,87.38,87.06,84.57,80.13,70.99,78.51
RH2M,1986,9,77.5,72.95,63.38,63.45,68.03,80.44,82.08,81.3,82.31,81.98,78.7,80.05,76.22,75.99
RH2M,1986,9.5,75,74.37,77.47,79.4,78.51,79.83,81.47,82.92,84.63,84.94,81.33,75.47,76.4,79.74
RH2M,1986,9.5,75.625,73.74,77.39,79.41,79.69,80.42,82.36,84.22,87.4,85.31,82.74,75.31,75.56,80.32
RH2M,1986,9.5,76.25,66.46,68.36,73.2,77.22,79.79,82.42,85.31,87.7,84.84,83.03,74.3,69.85,77.76
RH2M,1986,9.5,76.875,69.78,66.03,69.35,73.86,82.18,85.48,87.42,88,87.94,86.55,82.67,74.34,79.54
RH2M,1986,9.5,77.5,73.32,64.82,64.41,66.01,74.32,77.97,77.5,79.54,80.6,79.49,80.29,76.1,74.59
RH2M,1987,10,75,73.62,74.41,75.86,79.09,77.26,79.18,80.83,80.91,83.17,82.4,75.2,73.64,77.98
RH2M,1987,10,75.625,72.47,74.08,75.8,79.26,77.76,79.22,81.51,81.79,83.62,82.96,75.55,73.94,78.18
RH2M,1987,10,76.25,59.94,59.85,61.22,69.77,74.97,82.64,85.39,85.88,86.67,86.02,80.37,78.24,76
RH2M,1987,10,76.875,63.6,56.61,54.61,65.02,73.91,87.18,87.96,89.2,89.74,90.63,87.61,87.55,77.93
RH2M,1987,10,77.5,67.16,50.13,48.6,53.79,62.26,73.43,73.25,76.36,80.18,86.94,84.12,87.65,70.46
RH2M,1987,10.5,75,71.61,73.49,75.58,79.4,77.45,79.77,80.59,81.48,83.45,82.02,75.07,72.81,77.74
RH2M,1987,10.5,75.625,68.1,69.85,71.92,77,76.76,80.29,82.42,83.38,84.36,83.07,76.22,74.17,77.33
RH2M,1987,10.5,76.25,55.22,54.95,55.48,65.74,73.07,84.64,87.42,87.93,88.05,87.51,82.38,80.42,75.35
RH2M,1987,10.5,76.875,58.47,50.22,48.86,59.25,68.83,84.34,85.73,86.27,85.97,88.17,85.13,84.4,73.94
RH2M,1987,10.5,77.5,63.68,48.05,45.49,48.72,55.25,69.9,69.43,72.54,72.82,80.29,77.1,82.59,65.61
RH2M,1987,11,75,70.31,72.23,75.25,79.32,77.41,80.5,80.8,82.49,84.05,81.66,74.66,71.45,77.53
RH2M,1987,11,75.625,62.33,64.28,66.26,73.2,75.52,82.7,84.31,85.65,85.98,83.8,77.47,74.38,76.38
RH2M,1987,11,76.25,55.38,52.97,52.93,63.97,72.51,86.73,88.73,89.37,88.82,88.84,84.93,82.77,75.79
RH2M,1987,11,76.875,57.8,46.4,45.55,54.24,63.58,81.06,81.29,81.81,80.31,85.48,83.15,82.74,70.43
RH2M,1987,11,77.5,58.89,45.2,42.31,45.1,49.93,65.24,62.83,67.77,65.69,76.09,73.22,79.08,61.06
RH2M,1987,11.5,75,69.06,70.07,73.67,77.87,76.94,81.62,81.87,83.91,84.82,81.88,74.47,70.74,77.28
RH2M,1987,11.5,75.625,59.39,60.07,61.59,69.41,74.44,85.74,86.91,88.02,87.74,86.11,80.76,77.03,76.52
RH2M,1987,11.5,76.25,56.48,50.4,50.49,60.77,70.8,88.2,89.47,90.06,89.11,89.78,86.95,84.81,75.76
RH2M,1987,11.5,76.875,59.83,45.37,44.53,51.03,60.23,79.81,78.39,79.84,77.07,83.94,81.77,82,68.8
RH2M,1987,11.5,77.5,59.76,45.09,41.76,43.64,49.39,64.33,60.33,66.82,65.24,77.22,74.75,79.42,60.76
RH2M,1987,12,75,66.75,66.17,69.71,74.24,75.99,83.73,83.74,86.1,86.11,83.39,76,72.35,77.08
RH2M,1987,12,75.625,59.15,56.21,57.59,65.2,73.16,88.56,89.54,90.45,89.29,89.23,85.4,81.91,77.26
RH2M,1987,12,76.25,54.58,44.53,45.06,54.02,65.46,86.72,88.16,88.98,87.91,88.93,86.01,84.18,73.05
RH2M,1987,12,76.875,57.08,41.27,40.64,45.98,57.11,78.21,76.8,79.95,76.55,82.92,79.24,79.26,66.42
RH2M,1987,12,77.5,63.22,46.32,42.22,43.05,53.02,69.44,65.43,72.72,71.68,80.67,76.89,79.54,63.81
RH2M,1987,12.5,75,62.99,60.32,63.79,68.57,73.73,85.94,85.44,88.27,87.3,85.25,78.61,74.79,76.34
RH2M,1987,12.5,75.625,58.92,51.82,52.7,59.7,70.62,90.25,90.9,92.22,90.47,90.66,87.31,84.04,76.78
RH2M,1987,12.5,76.25,55.35,41.77,41.7,48.76,60.97,84.3,85.24,87.14,86.38,87.75,84.08,81.87,70.62
RH2M,1987,12.5,76.875,55.52,39.32,37.94,41.27,55.11,76.3,74.79,80.01,77.13,83.35,77.52,76.3,64.72
RH2M,1987,12.5,77.5,64.24,46.27,41.14,41.22,53.91,72.59,69.42,77.49,75.14,82.69,76.61,77.65,65
RH2M,1987,8.5,75,73.68,72.33,75.45,77.4,77.02,78.62,81.09,81.53,82.48,82.33,77.08,76.52,78
RH2M,1987,8.5,75.625,71.86,71.24,74.99,78.02,77.75,78.91,81.51,81.92,83.01,82.3,77.47,76.72,78.02
RH2M,1987,8.5,76.25,69.26,69.56,74.28,78.97,78.6,80.06,83.15,82.32,83.79,82.55,77.79,77.35,78.19
RH2M,1987,8.5,76.875,61.97,59.08,62.08,71.38,75.62,81.68,82.77,83.44,85.61,85.85,82.35,82.8,76.32
RH2M,1987,8.5,77.5,65.6,58.18,55.65,66.64,76.25,83.8,80.61,83.37,86.69,89.3,88.07,88.44,76.99
RH2M,1987,9,75,74.51,73.52,75.74,77.89,76.4,78.58,80.84,81.19,82.94,82.39,76.34,75.67,78.03
RH2M,1987,9,75.625,72.74,73.22,75.59,78.62,77.45,78.91,81.31,81.8,83.48,82.64,76.97,75.9,78.25
RH2M,1987,9,76.25,66.02,66.71,69.5,75.91,76.77,79.63,82.4,82.57,84.11,83.03,77.79,77.31,76.87
RH2M,1987,9,76.875,59.33,53.16,55.91,67.66,75.57,83.97,84.54,85.87,87.64,89.06,86.14,86.6,76.42
RH2M,1987,9,77.5,61.48,51.83,50.27,61.93,73.31,82.45,80.67,83.37,86.9,89.4,87.68,88.69,74.97
RH2M,1987,9.5,75,75.15,74.39,75.88,78.51,76.7,78.81,80.93,80.89,83.02,82.51,75.48,74.55,78.09
RH2M,1987,9.5,75.625,74.18,74.65,76.17,79.18,77.59,79.02,81.45,81.59,83.52,83.07,76.31,74.76,78.48
RH2M,1987,9.5,76.25,63.81,63,64.47,71.93,74.59,79.43,82.47,82.84,83.96,83.07,77.48,75.61,75.29
RH2M,1987,9.5,76.875,61.43,53.46,53.69,64.78,73.72,85.29,86.07,87.58,88.52,89.8,86.99,87.4,76.7
RH2M,1987,9.5,77.5,62.9,49.5,48.98,58.69,69.62,78.8,77.86,81.9,86.02,89.78,87.06,88.57,73.45
RH2M,1988,10,75,69.14,75.7,76.73,78.39,79.48,82.64,83.73,85.59,84.12,80.82,74.9,69.63,78.4
RH2M,1988,10,75.625,68.1,75.56,76.65,78.57,79.99,82.73,84.36,87.19,84.96,81.79,75.96,68.9,78.73
RH2M,1988,10,76.25,65.07,63.78,69.5,75.9,82,85.78,88.54,89.99,88.88,84.51,77.15,66.42,78.16
RH2M,1988,10,76.875,78.85,66.77,69.33,76.35,84.31,89.58,92.69,92.49,92.82,87.81,86,77.82,82.95
RH2M,1988,10,77.5,79.55,61.91,58.3,67.69,69.44,79.32,84.35,84.57,86.94,83.66,81.56,76.87,76.23
RH2M,1988,10.5,75,67.72,75.47,76.7,78.58,79.77,82.53,83.81,86.17,84.31,80.79,73.96,68.87,78.22
RH2M,1988,10.5,75.625,66.26,72.79,73.75,77.78,80.29,83.27,85.26,88.11,85.9,82.29,74.26,67.44,78.12
RH2M,1988,10.5,76.25,65.66,60.72,63.96,73.68,81.52,87.2,90.22,91.29,90.41,85.61,76.6,65.73,77.76
RH2M,1988,10.5,76.875,73.12,57.19,60.42,69.95,80.31,86.31,90.54,90.97,91.57,85.66,79.7,71.61,78.19
RH2M,1988,10.5,77.5,72.65,55.24,50.72,60.78,66.04,72.77,79.25,79.23,81.89,75.87,74.27,70.53,69.99
RH2M,1988,11,75,66.34,75.33,76.54,78.55,80.09,82.57,84.01,86.28,84.67,81.17,73,67.45,78
RH2M,1988,11,75.625,64.88,68.14,68.84,76.46,80.82,84.81,86.95,88.96,87.24,83.19,72.82,64.72,77.34
RH2M,1988,11,76.25,67.85,60.92,61.4,72.44,81.23,88.58,91.58,91.98,91.11,86.26,78.15,65.82,78.16
RH2M,1988,11,76.875,70.73,53.86,54.21,65.04,75.19,82.78,87.35,88.19,89.58,82.04,74.63,68.25,74.39
RH2M,1988,11,77.5,67.78,50.41,44.88,55.88,61.83,67.23,73.63,74.04,78.44,69.49,68.9,64.94,64.84
RH2M,1988,11.5,75,65.5,73.49,74.61,77.92,79.96,83.27,84.92,86.86,85.53,81.67,71.45,65.99,77.6
RH2M,1988,11.5,75.625,66.69,65.46,64.73,74.59,80.06,87.2,89.43,90.28,88.82,84.57,74.03,63.53,77.47
RH2M,1988,11.5,76.25,69.97,60.56,58.34,69.98,79.51,89.45,92.39,92.27,91.37,86.04,80.12,66.88,78.12
RH2M,1988,11.5,76.875,68.75,52.91,50.97,61.94,72.06,80.51,85.58,86.43,88.01,79.19,71.67,67.12,72.16
RH2M,1988,11.5,77.5,67.02,49.98,43.82,55.27,60.74,65.68,72.82,74.28,79.87,70.83,69.05,65.5,64.62
RH2M,1988,12,75,65.81,69.97,70.08,76.31,79.11,84.99,86.99,88.63,87.13,82.69,70.63,64.58,77.26
RH2M,1988,12,75.625,70.07,64.46,61.25,71.91,77.81,89.49,92.34,92.1,90.58,86.25,77.02,64.15,78.15
RH2M,1988,12,76.25,68.45,55.28,51.72,64.54,74.6,87.51,91.61,91.52,90.76,84.21,78.71,66.6,75.52
RH2M,1988,12,76.875,63.57,46.01,45.26,57.53,69.36,77.68,84.44,85.35,86.66,78.27,69.78,64.42,69.11
RH2M,1988,12,77.5,66.83,50.62,44.22,55.75,64.12,68.54,77.61,79.68,84.22,76.95,72.33,69.07,67.56
RH2M,1988,12.5,75,65.96,65.34,63.72,72.27,76.02,86.91,89.25,90.41,88.6,83.61,70.99,62.6,76.33
RH2M,1988,12.5,75.625,70.72,62.61,57.08,67.73,74.15,90.52,94.33,93.41,91.87,86.86,78.45,65.25,77.78
RH2M,1988,12.5,76.25,66.01,50.3,47.52,60.22,69.48,84.25,90.1,90.36,89.79,82.8,76.77,66.69,72.93
